Species,ailMel1,allMis1,amaVit1,anaPla1,anoCar2,apaSpi1,araMac1,astMex1,bosTau8,calJac3,camFer1,canFam3,capHir1,cavPor3,cerSim1,cheMyd1,chiLan1,chlSab2,chrAsi1,chrPic2,colLiv1,conCri1,criGri1,danRer10,dasNov3,echTel2,eleEdw1,eptFus1,equCab2,eriEur2,falChe1,falPer1,felCat8,ficAlb2,fr3,gadMor1,galGal4,gasAcu1,geoFor1,gorGor3,hapBur1,hetGla2,hg38,jacJac1,latCha1,lepOcu1,lepWed1,loxAfr3,macEug2,macFas5,mayZeb1,melGal1,melUnd1,mesAur1,micOch1,mm10,monDom5,musFur1,myoDav1,myoLuc2,neoBri1,nomLeu3,ochPri3,octDeg1,odoRosDiv1,orcOrc1,oreNil2,ornAna1,oryAfe1,oryCun2,oryLat2,otoGar3,oviAri3,panHod1,panTro4,papAnu2,pelSin1,petMar2,ponAbe2,pseHum1,pteAle1,pteVam1,punNye1,rheMac3,rn6,saiBol1,sarHar1,sorAra2,speTri2,susScr3,taeGut2,takFla1,tetNig2,triMan1,tupChi1,turTru2,vicPac2,xenTro7,xipMac1,zonAlb1
ailMel1,0.0,0.268450184502,0.278628291488,0.192076830732,0.330857142857,0.296411856474,0.253521126761,0.308528906697,0.120219328307,0.128130621281,0.109605744479,0.0610449377369,0.114473308593,0.179811163566,0.0893098782138,0.289795918367,0.175518672199,0.123953551175,0.20011148272,0.296826734063,0.284130688448,0.157981803143,0.182593152757,0.261751608115,0.175284959689,0.224674170616,0.221481172711,0.140716523634,0.08740967204,0.175798776343,0.229185317816,0.239583333333,0.0770376387761,0.302380952381,0.273954703833,0.313544865234,0.264861995754,0.287255180244,0.233538191396,0.121388063732,0.248591549296,0.175089754212,0.132055090467,0.209246767847,0.263476202998,0.265584075432,0.0429132259375,0.153027577938,0.254488867608,0.126519038617,0.284997211378,0.151666666667,0.283145275035,0.18303080308,0.199692994697,0.202648641192,0.280775012527,0.05374021064,0.128785607196,0.136713995943,0.259831460674,0.129489603025,0.211968680089,0.180475006904,0.0448084472722,0.104673149649,0.279220779221,0.252865578326,0.173459585563,0.178123648941,0.308634415187,0.159600324062,0.127700831025,0.122985236354,0.119902781528,0.163119489206,0.287707997853,0.319627618309,0.15,0.299075584557,0.121253221213,0.119972067039,0.293307086614,0.123748985664,0.207029634735,0.127110630825,0.311985018727,0.197276104003,0.178835110747,0.121072589382,0.255444379046,0.28541001065,0.292917516759,0.1585572843,0.186894197952,0.101026472177,0.106871265617,0.267929634641,0.266242937853,0.268398268398
allMis1,0.268450184502,0.0,0.161410018553,0.159268929504,0.276404494382,0.330586080586,0.214839424142,0.262372881356,0.261037037037,0.242331288344,0.270381231672,0.263713699032,0.239491691105,0.252997233323,0.257117698855,0.248771929825,0.257741347905,0.252705469436,0.26579261025,0.242526964561,0.150714285714,0.286819398988,0.266686801571,0.263926446728,0.258084013297,0.266687078996,0.269402319358,0.265551643192,0.259759319049,0.289231681993,0.144162436548,0.15770609319,0.264007040188,0.228173913043,0.301563287948,0.296949650864,0.135846372688,0.285165257494,0.163286004057,0.250950570342,0.243123336291,0.274954627949,0.25065808716,0.25641025641,0.27965093217,0.204081632653,0.258433558228,0.259675036928,0.296438146304,0.249195671249,0.256962025316,0.13,0.207920792079,0.261854424645,0.272123225612,0.274728588661,0.300100704935,0.277500733353,0.250170415815,0.266431924883,0.226714801444,0.247733255338,0.258240096764,0.260435571688,0.260780287474,0.258944281525,0.231087470449,0.317605941459,0.251698670606,0.267220902613,0.283394833948,0.270839426733,0.273003340419,0.269480519481,0.25065808716,0.262089956037,0.232612312812,0.264943457189,0.280691473777,0.229166666667,0.257741079328,0.264715140069,0.273899848255,0.252127971823,0.268535262206,0.253805620609,0.304454577341,0.299163179916,0.263094881772,0.267373380448,0.200510041441,0.303182579564,0.286498353458,0.25258493353,0.259623992838,0.259824046921,0.272140762463,0.306574923547,0.227031131359,0.158052434457
amaVit1,0.278628291488,0.161410018553,0.0,0.161879895561,0.29197080292,0.26497005988,0.0504413619168,0.248136315229,0.272727272727,0.258943781942,0.281090289608,0.275,0.264582080577,0.261890427453,0.265642775882,0.207390648567,0.253208868145,0.258943781942,0.255005889282,0.219948849105,0.179026217228,0.301843317972,0.274012964054,0.228602383532,0.255395683453,0.236051502146,0.256111757858,0.282386363636,0.26393629124,0.280417149479,0.148603351955,0.1650390625,0.275568181818,0.180744240992,0.254,0.219101123596,0.159881569208,0.257184966839,0.178294573643,0.255536626917,0.262648008611,0.261376896149,0.254968767746,0.264705882353,0.233589087809,0.238310708899,0.266477272727,0.247547605309,0.246320681642,0.257240204429,0.251734390486,0.161666666667,0.092603728202,0.263406010607,0.271066588097,0.270796460177,0.272619751626,0.284659090909,0.266138855055,0.267045454545,0.238822246456,0.258375922771,0.257211538462,0.256709451575,0.271022727273,0.271436683702,0.235481304694,0.288604898829,0.249423963134,0.26728646136,0.270916334661,0.279386712095,0.294460641399,0.294827586207,0.255536626917,0.268219383922,0.223220012829,0.273767605634,0.296296296296,0.127828746177,0.264118653736,0.260558804418,0.269573835481,0.256146369354,0.265173836181,0.259511641113,0.260610573343,0.314672952269,0.278235294118,0.283522727273,0.138434579439,0.217703349282,0.261938202247,0.25,0.257934218119,0.271436683702,0.281090289608,0.253032928943,0.238583410997,0.17093373494
anaPla1,0.192076830732,0.159268929504,0.161879895561,0.0,0.187198067633,0.269461077844,0.212676056338,0.173566878981,0.200480192077,0.192076830732,0.194477791116,0.204081632653,0.196878751501,0.192076830732,0.189675870348,0.134939759036,0.182472989196,0.193277310924,0.198079231693,0.144578313253,0.124849939976,0.217286914766,0.216049382716,0.221020092736,0.199498117942,0.184782608696,0.188475390156,0.188475390156,0.199279711885,0.207683073229,0.0801630434783,0.0725190839695,0.196878751501,0.110036275695,0.206677265501,0.187039764359,0.0972388955582,0.214188267394,0.151148730351,0.195678271309,0.210526315789,0.19087635054,0.195678271309,0.168734491315,0.216666666667,0.174624829468,0.19087635054,0.190361445783,0.188630490956,0.194477791116,0.184210526316,0.0690235690236,0.11286407767,0.208641975309,0.208641975309,0.216049382716,0.197815533981,0.194477791116,0.19156626506,0.186074429772,0.210443037975,0.193277310924,0.188475390156,0.182472989196,0.189675870348,0.204081632653,0.190615835777,0.277912621359,0.188475390156,0.192076830732,0.205167173252,0.208883553421,0.182414698163,0.204081632653,0.195678271309,0.224592220828,0.181927710843,0.231923601637,0.246674727932,0.101571946796,0.21368547419,0.212484993998,0.210526315789,0.193277310924,0.204938271605,0.193277310924,0.196601941748,0.202881152461,0.205282112845,0.19756097561,0.100362756953,0.260492040521,0.19882179676,0.189675870348,0.189675870348,0.201680672269,0.193277310924,0.24659400545,0.191608391608,0.143893591294
anoCar2,0.330857142857,0.276404494382,0.29197080292,0.187198067633,0.0,0.287218045113,0.262614678899,0.344927536232,0.332422088573,0.320819112628,0.338072669826,0.332455216017,0.291274325173,0.305084745763,0.321748288573,0.27797833935,0.318933333333,0.32285115304,0.329093799682,0.294117647059,0.279792746114,0.354155350353,0.334246575342,0.327819548872,0.32422088573,0.314712389381,0.343717001056,0.33315761729,0.328067403897,0.336909871245,0.215139442231,0.224669603524,0.325605900948,0.298634812287,0.340972222222,0.348692403487,0.249262536873,0.333971902937,0.234021632252,0.32285115304,0.33014354067,0.331562167906,0.334381551363,0.301057317752,0.353125,0.314902225219,0.321917808219,0.324907846235,0.35990481856,0.331236897275,0.335611756664,0.17,0.27012987013,0.327123287671,0.339178082192,0.342076502732,0.372767857143,0.342465753425,0.300653594771,0.331049024776,0.350998463902,0.332809224319,0.326944140197,0.324123273114,0.320864067439,0.325434439179,0.327485380117,0.339285714286,0.323328067404,0.329025309639,0.335742971888,0.335953878407,0.338727678571,0.337240277038,0.322327044025,0.331069609508,0.266825491364,0.323129251701,0.363301787592,0.282036933408,0.33156779661,0.312425328554,0.348534201954,0.321202531646,0.328602620087,0.324423480084,0.373800112931,0.335504885993,0.328463203463,0.333156498674,0.269959793222,0.369038311181,0.356589147287,0.32280147446,0.33225632741,0.326487625066,0.340705634544,0.362128541811,0.31136738056,0.228103946102
apaSpi1,0.296411856474,0.330586080586,0.26497005988,0.269461077844,0.287218045113,0.0,0.272563176895,0.325862068966,0.290171606864,0.294851794072,0.295631825273,0.305772230889,0.291731669267,0.297971918877,0.291731669267,0.175257731959,0.304212168487,0.295631825273,0.316692667707,0.215496368039,0.285511363636,0.319812792512,0.320592823713,0.327904451683,0.323712948518,0.307692307692,0.308892355694,0.305772230889,0.297971918877,0.299531981279,0.24795640327,0.24931880109,0.301872074883,0.231233822261,0.318367346939,0.298617511521,0.266225165563,0.317346938776,0.292915531335,0.296411856474,0.334482758621,0.328393135725,0.295631825273,0.316692667707,0.280032467532,0.296354992076,0.301092043682,0.304143862392,0.318252730109,0.294851794072,0.312068965517,0.292051756007,0.310645724258,0.312012480499,0.318252730109,0.329173166927,0.312012480499,0.305772230889,0.296411856474,0.310452418097,0.336206896552,0.295631825273,0.305772230889,0.299531981279,0.297971918877,0.292511700468,0.313793103448,0.243369734789,0.30655226209,0.290171606864,0.324137931034,0.309672386895,0.298751950078,0.293291731669,0.296411856474,0.283931357254,0.144305772231,0.305172413793,0.335423197492,0.205004035513,0.305772230889,0.305772230889,0.336206896552,0.294851794072,0.32527301092,0.296411856474,0.292511700468,0.301092043682,0.297191887676,0.302652106084,0.229217110573,0.326530612245,0.321428571429,0.308892355694,0.261310452418,0.286271450858,0.297191887676,0.357603686636,0.291379310345,0.284741144414
araMac1,0.253521126761,0.214839424142,0.0504413619168,0.212676056338,0.262614678899,0.272563176895,0.0,0.256341789052,0.263217097863,0.256880733945,0.266522210184,0.260021668472,0.24246395806,0.257803468208,0.250270855905,0.218140068886,0.245153933865,0.257854821235,0.256207674944,0.241071428571,0.218609865471,0.281737193764,0.249408983452,0.233516483516,0.246987951807,0.243405275779,0.240534521158,0.277356446371,0.251354279523,0.286031042129,0.199747155499,0.203468208092,0.258938244854,0.250577367206,0.25306122449,0.266078184111,0.222602739726,0.258918296893,0.210121012101,0.255687973998,0.227272727273,0.247434435576,0.26218851571,0.239185750636,0.261154855643,0.201183431953,0.256771397616,0.247216035635,0.247512437811,0.261105092091,0.245085190039,0.151567944251,0.172093023256,0.241134751773,0.247044917258,0.25,0.256207674944,0.258938244854,0.229195088677,0.244853737811,0.225913621262,0.264355362947,0.257437070938,0.247434435576,0.254604550379,0.264355362947,0.208083832335,0.324889867841,0.251670378619,0.284403669725,0.274025974026,0.29360780065,0.25587144623,0.268292682927,0.255687973998,0.280187573271,0.259754738016,0.250985545335,0.311886586696,0.17600896861,0.247513812155,0.246408839779,0.268676277851,0.256860592755,0.245862884161,0.260021668472,0.280846063455,0.257437070938,0.260668973472,0.277108433735,0.172185430464,0.214611872146,0.259259259259,0.234966592428,0.281690140845,0.264355362947,0.267605633803,0.266666666667,0.208571428571,0.217447916667
astMex1,0.308528906697,0.262372881356,0.248136315229,0.173566878981,0.344927536232,0.325862068966,0.256341789052,0.0,0.307911212294,0.276283618582,0.309007981756,0.297129994373,0.271966527197,0.293915040184,0.289088863892,0.268537074148,0.293044469783,0.293025871766,0.301245753114,0.275353016688,0.245398773006,0.320432555492,0.288056206089,0.170537491705,0.289651293588,0.29302045728,0.309971509972,0.306798373039,0.296400449944,0.311326124075,0.233970753656,0.242584745763,0.292628024761,0.281743050338,0.203896103896,0.222822822823,0.235586481113,0.191742081448,0.211764705882,0.293025871766,0.203751065644,0.290763968073,0.296400449944,0.262552934059,0.276622558286,0.167414050822,0.294316263365,0.293025871766,0.300175541252,0.29696287964,0.199880311191,0.181985294118,0.259504132231,0.289227166276,0.294083186878,0.289319248826,0.295966785291,0.308947664603,0.237479806139,0.291338582677,0.204861111111,0.291338582677,0.283642691415,0.289623717218,0.293190770962,0.293025871766,0.198867657466,0.354675652906,0.305961754781,0.303643724696,0.206848357792,0.309898762655,0.315448113208,0.313602731929,0.29246344207,0.30764904387,0.283898305085,0.317937701396,0.332957110609,0.286005434783,0.289066971952,0.287475665152,0.207977207977,0.293884484711,0.280444964871,0.291338582677,0.329218106996,0.323732718894,0.305909617613,0.30764904387,0.264255910987,0.240698557327,0.220715166461,0.289088863892,0.309496567506,0.29246344207,0.311288483466,0.290076335878,0.173369079535,0.223899371069
bosTau8,0.120219328307,0.261037037037,0.272727272727,0.200480192077,0.332422088573,0.290171606864,0.263217097863,0.307911212294,0.0,0.14983489268,0.102405590646,0.132268027394,0.0335789175404,0.191935929301,0.114481277681,0.284857142857,0.19313363425,0.141976962229,0.209072164948,0.296904957546,0.287084038353,0.173742031737,0.198776342624,0.258858267717,0.193128935122,0.234206695779,0.233849951996,0.16027027027,0.114388092613,0.190962883271,0.23417721519,0.241883116883,0.138482202821,0.300435413643,0.274158285964,0.308818743898,0.26183127572,0.28981348637,0.2384406165,0.141843021698,0.257928118393,0.189949474259,0.152022502009,0.223611111111,0.264825139382,0.259075087021,0.119795863551,0.168069709053,0.261794634598,0.144789713367,0.293370165746,0.155,0.277316735823,0.201387000272,0.209713024283,0.213146052093,0.289681235623,0.131564844587,0.152630023641,0.156962704588,0.259063941991,0.149879453523,0.218719622275,0.193499931722,0.124764974483,0.0802411252512,0.280392156863,0.269326683292,0.185079880856,0.189323843416,0.307276007216,0.173185105813,0.044228399288,0.0400482185909,0.140369675864,0.173321369822,0.287543344892,0.32023721275,0.169571045576,0.298963592878,0.139763249933,0.136149584488,0.301103179753,0.14180305876,0.216028349462,0.148867747555,0.309580509251,0.213576384165,0.195998918627,0.108006448146,0.256031791087,0.276827371695,0.291642314436,0.171014088436,0.193417310037,0.0771600803751,0.102909482759,0.259296482412,0.256278171281,0.267166042447
calJac3,0.128130621281,0.242331288344,0.258943781942,0.192076830732,0.320819112628,0.294851794072,0.256880733945,0.276283618582,0.14983489268,0.0,0.138655462185,0.136400541272,0.143996641478,0.174723273084,0.120467200869,0.286364930259,0.168283892431,0.0505118534483,0.196391103651,0.284834918858,0.267716535433,0.181654676259,0.177183797189,0.245454545455,0.171844660194,0.217867179411,0.217470047367,0.169094622192,0.119309480718,0.200735394253,0.192614770459,0.207413945278,0.142663779101,0.288035450517,0.254562043796,0.298400816604,0.254056795132,0.268957345972,0.215813953488,0.051724137931,0.227528089888,0.167866039303,0.0606142241379,0.206677937447,0.259152719665,0.248780487805,0.128295732536,0.146425884123,0.257590132827,0.0499730603448,0.25181598063,0.155,0.269230769231,0.180377566488,0.192980002797,0.196848216754,0.286591437106,0.13881748072,0.163864932027,0.167455061495,0.236008091706,0.055630387931,0.206197183099,0.176446166621,0.126800761076,0.130540870272,0.260219341974,0.246231155779,0.171181080709,0.168641618497,0.2802124834,0.134698275862,0.155567913249,0.150217509516,0.0502424568966,0.0883869011522,0.28170123392,0.311557788945,0.0746832030197,0.28004320821,0.149592391304,0.148054855863,0.253796095445,0.0501888828926,0.199723756906,0.0216951893276,0.312017640573,0.214896551724,0.17003827228,0.149045620685,0.237510955302,0.268073878628,0.277071990321,0.150646031521,0.163093622795,0.126474176495,0.135036000543,0.260250762453,0.23737704918,0.26159554731
