Species,ailMel1,allMis1,amaVit1,anaPla1,anoCar2,apaSpi1,araMac1,astMex1,bosTau8,calJac3,camFer1,canFam3,capHir1,cavPor3,cerSim1,cheMyd1,chiLan1,chlSab2,chrAsi1,chrPic2,colLiv1,conCri1,criGri1,danRer10,dasNov3,echTel2,eleEdw1,eptFus1,equCab2,eriEur2,falChe1,falPer1,felCat8,ficAlb2,fr3,gadMor1,galGal4,gasAcu1,geoFor1,gorGor3,hapBur1,hetGla2,hg38,jacJac1,latCha1,lepOcu1,lepWed1,loxAfr3,macEug2,macFas5,mayZeb1,melGal1,melUnd1,mesAur1,micOch1,mm10,monDom5,musFur1,myoDav1,myoLuc2,neoBri1,nomLeu3,ochPri3,octDeg1,odoRosDiv1,orcOrc1,oreNil2,ornAna1,oryAfe1,oryCun2,oryLat2,otoGar3,oviAri3,panHod1,panTro4,papAnu2,pelSin1,petMar2,ponAbe2,pseHum1,pteAle1,pteVam1,punNye1,rheMac3,rn6,saiBol1,sarHar1,sorAra2,speTri2,susScr3,taeGut2,takFla1,tetNig2,triMan1,tupChi1,turTru2,vicPac2,xenTro7,xipMac1,zonAlb1
ailMel1,0.0,0.849971621366,0.872895986189,0.910433856801,0.860578640314,0.916171003717,0.903216743925,0.810539523212,0.537907696738,0.57897901911,0.503737823756,0.100492738589,0.534024335286,0.650432003787,0.492611580217,0.816234158117,0.660070711679,0.561769672408,0.645219111194,0.801159374256,0.880140666211,0.60501810657,0.663325404916,0.735460992908,0.612146172452,0.693537056551,0.696823764948,0.564334553491,0.485264147986,0.636309095272,0.895598399418,0.896238792915,0.311692245557,0.78702525895,0.644259496372,0.648497554158,0.850059543142,0.570181444711,0.90117726964,0.549126940133,0.798793135961,0.703700029759,0.555586283186,0.68522040725,0.655303962589,0.787221126119,0.339005235602,0.607378586813,0.772650945463,0.563230031733,0.751164596273,0.849185185185,0.829959852794,0.668100558659,0.6834115374,0.683928473779,0.759118371,0.397420464316,0.587579843861,0.54841904223,0.795140913508,0.54742014742,0.691600547196,0.675274935712,0.331628303495,0.504484975333,0.733763837638,0.841406768414,0.605385572954,0.635054712997,0.701638477801,0.586417702173,0.549305853728,0.531543915497,0.530606366124,0.67077327911,0.814949100544,0.405020352782,0.548974616377,0.810455113595,0.525695461201,0.502408591961,0.790344559081,0.560417938802,0.686279856037,0.571513825343,0.806448214098,0.64274781118,0.622406639004,0.538341158059,0.755011135857,0.680095351609,0.599669966997,0.591919330498,0.695376432079,0.493763310009,0.523336715466,0.651080296678,0.789803762897,0.856796997942
allMis1,0.849971621366,0.0,0.786725385341,0.867462440831,0.800835008505,0.878732581287,0.84272404614,0.811862355179,0.845246959543,0.847020933977,0.836358852933,0.464704627852,0.844431113777,0.833081467235,0.82685729922,0.732107107107,0.822671888599,0.842788579867,0.851279575085,0.682305803283,0.824372230428,0.856001441788,0.852257514908,0.726046698873,0.853371558263,0.856182069297,0.858565507714,0.847443164503,0.808591378264,0.860738157512,0.841003394945,0.837986901069,0.80998182369,0.709858786611,0.677005597015,0.63076626134,0.809112333071,0.632556301857,0.856446841831,0.840971187283,0.804133180253,0.853421390571,0.841214750542,0.859756452835,0.713835486921,0.769308771337,0.844936514752,0.845279990122,0.851435503437,0.842418661756,0.742487387585,0.73808329152,0.740842262646,0.855998114542,0.860362709311,0.860036082174,0.866722065968,0.849154826066,0.863734902447,0.848832990688,0.77125160188,0.830689223883,0.860830591172,0.836782376502,0.844827586207,0.844012345679,0.724247562526,0.884356259717,0.844094294331,0.839750665541,0.725861095426,0.846291386645,0.848163886599,0.838267006469,0.828318702674,0.875342778793,0.724063659208,0.393737508328,0.841469714581,0.722768955491,0.845715336521,0.844753106932,0.788227483957,0.838978766431,0.860163632173,0.844126459977,0.880398069964,0.8593112551,0.851865222623,0.849794735571,0.635359116022,0.687687687688,0.627435995415,0.844585048222,0.859790901385,0.83920494362,0.848167859546,0.658637561159,0.779939472546,0.782170542636
amaVit1,0.872895986189,0.786725385341,0.0,0.782888062225,0.845377258236,0.883841968299,0.584207620099,0.863759166345,0.865308310992,0.863293526084,0.85486644503,0.611331099604,0.862057297541,0.855934195065,0.850872126603,0.799923853036,0.840379099638,0.863336475024,0.868925499948,0.773612915198,0.67380952381,0.873420365535,0.869200552076,0.824457593688,0.871401946573,0.867234949387,0.869551903644,0.867234310943,0.836368234699,0.875188423274,0.736514522822,0.713471849866,0.79674796748,0.639646661471,0.783265543289,0.785106931203,0.735739231665,0.75936977799,0.759559300065,0.861005089059,0.826053834434,0.871810449575,0.861075815332,0.880442363256,0.822402212564,0.796780684105,0.863660365403,0.863897296733,0.883389261745,0.862417166299,0.804252009334,0.809901738473,0.488474576271,0.872889973561,0.875377795688,0.874822766862,0.873755516781,0.866461603734,0.870735893585,0.863520947948,0.823425246648,0.855594869527,0.876350540216,0.856126482213,0.863554184835,0.863102859582,0.773882352941,0.916185696361,0.864932103245,0.863719874635,0.783943329398,0.866308470291,0.869160899654,0.861964225447,0.849483352468,0.893166611824,0.7987703556,0.271201413428,0.8592432186,0.67933438273,0.863304016107,0.865325443787,0.812706480305,0.864436803168,0.875287528753,0.864364468483,0.89617314931,0.880607740478,0.873086470832,0.867179271119,0.687234944869,0.803603603604,0.749284351145,0.86332143607,0.858182620203,0.858840356475,0.864177663341,0.797462406015,0.79575,0.669270051066
anaPla1,0.910433856801,0.867462440831,0.782888062225,0.0,0.86066252588,0.889990982867,0.773041006902,0.891172153491,0.910315109076,0.910860927152,0.905492957746,0.698087431694,0.91023748826,0.906058068118,0.905462184874,0.83236049498,0.904434465338,0.910922587487,0.913616966249,0.841447074587,0.759247027741,0.915280665281,0.919742163802,0.869396216636,0.917282510048,0.912587412587,0.913665389527,0.910416114498,0.900625744934,0.917054166143,0.768150684932,0.753882511816,0.865581675708,0.750846310088,0.842288242731,0.841969653593,0.749333333333,0.823095823096,0.766699900299,0.910006715917,0.856338028169,0.917056362294,0.90990990991,0.917120237506,0.887447615246,0.864562346094,0.910264944748,0.911322248614,0.907265209687,0.911255124983,0.847555684119,0.747142203932,0.771918876755,0.918716713163,0.919824890557,0.919823232323,0.917043172691,0.910700026617,0.912607449857,0.911314584696,0.860380526021,0.906236919213,0.916191420779,0.912422839506,0.909747292419,0.911018655214,0.842150414641,0.920993227991,0.911390745838,0.90547752809,0.82402422611,0.912680535312,0.916116870877,0.910574588616,0.903263066705,0.915826750204,0.859332918997,0.33451536643,0.908152734778,0.789994347089,0.912210159496,0.907592618679,0.856378484934,0.911648698396,0.92005958292,0.911392405063,0.917548885291,0.913766233766,0.91345273892,0.913306982872,0.81866926639,0.832678454486,0.820993747943,0.910524920467,0.910489325023,0.907510431154,0.909176915799,0.846474181011,0.835561877667,0.764862172036
anoCar2,0.860578640314,0.800835008505,0.845377258236,0.86066252588,0.0,0.904184354154,0.852927721866,0.84092908675,0.85488471595,0.861645422943,0.832332933173,0.525645825534,0.859960307616,0.837364043506,0.834319526627,0.795256782119,0.812838927158,0.851323360184,0.855561893896,0.780183180683,0.837073007368,0.86301843318,0.857811585723,0.805652173913,0.860260033917,0.857684355617,0.862848946265,0.850578785731,0.821862348178,0.86395156852,0.848403232012,0.836461624233,0.803349208788,0.808302238806,0.772203552568,0.772361262242,0.82246250436,0.771221759158,0.862610229277,0.851186362589,0.847261619027,0.862948033555,0.852702389237,0.861750137589,0.824813811781,0.821910604733,0.850052429221,0.853502456862,0.854947425182,0.853535353535,0.788833369542,0.780229479259,0.824840268038,0.862777964018,0.865940417964,0.867064149277,0.871557536282,0.852551984877,0.870928829916,0.852613240418,0.816424071258,0.851302417942,0.866078239076,0.844041196665,0.848868566069,0.849577266322,0.803040034254,0.889494870796,0.852383687536,0.850420168067,0.765921313331,0.853644449578,0.860621030346,0.851285116557,0.834548944338,0.866921864445,0.806233275618,0.367249602544,0.849863625093,0.813191613279,0.852879459081,0.85580055124,0.82683982684,0.854936880072,0.866492999023,0.853004903638,0.875491186707,0.857442348008,0.859009316065,0.855450781969,0.790644045462,0.794499618029,0.785944551902,0.852132919397,0.861002129806,0.84506359782,0.854283054004,0.822704571648,0.82052382997,0.812265917603
apaSpi1,0.916171003717,0.878732581287,0.883841968299,0.889990982867,0.904184354154,0.0,0.889376887181,0.919097868819,0.915167334763,0.916965187839,0.912736760727,0.699932569117,0.915715213961,0.910260245289,0.908550710041,0.738167170191,0.907286144891,0.916357910337,0.920637796702,0.750513347023,0.905593093093,0.921786707328,0.922072112374,0.857701149425,0.922025361993,0.922685834502,0.920991617621,0.918010133579,0.900684175679,0.920383012678,0.881849315068,0.885826771654,0.876721763085,0.825738314101,0.811246114722,0.81470659849,0.874233825199,0.816611842105,0.883710508626,0.916139828933,0.907677589094,0.924888772573,0.916288124594,0.924234561495,0.834915317327,0.906996229577,0.917388899133,0.91892138107,0.894876112581,0.916766411933,0.897297297297,0.859860958653,0.866260369054,0.922372821686,0.924472865538,0.926243567753,0.919245559421,0.919384057971,0.918503794724,0.919927536232,0.906439854192,0.91303091592,0.92381441534,0.91241587828,0.916912850812,0.915320698347,0.898779247202,0.913245684644,0.918290441176,0.910538733779,0.862841147656,0.918717854519,0.916372093023,0.91656690303,0.910444797458,0.917252568956,0.567599527,0.554203539823,0.915839618896,0.835696413678,0.917546785251,0.911680063511,0.905055487053,0.915149239722,0.926626516244,0.917835671343,0.920228671944,0.919662870976,0.918916486681,0.918926271878,0.815601467465,0.806678383128,0.825321775676,0.91858862446,0.916179854842,0.912272291467,0.91701970897,0.837982333798,0.896054628225,0.874821173104
araMac1,0.903216743925,0.84272404614,0.584207620099,0.773041006902,0.852927721866,0.889376887181,0.0,0.887155591572,0.905823148814,0.909027095325,0.896165644172,0.573125,0.913834227788,0.904691211401,0.892144638404,0.833047315519,0.883675979617,0.904715537627,0.909453146469,0.83345579231,0.739925373134,0.911340206186,0.909363402798,0.851595744681,0.913302815925,0.909456163008,0.907008453777,0.908353943391,0.882342925251,0.913149022252,0.756538461538,0.757820738137,0.863934752337,0.775199168687,0.817789578493,0.828672357963,0.811513977304,0.814676258993,0.728441754917,0.903578947368,0.864887879648,0.909971354522,0.904581757041,0.919731543624,0.852579209217,0.877883310719,0.904841170759,0.905375139978,0.908596464723,0.904974223213,0.83414915059,0.759387351779,0.666822648573,0.913055254605,0.914197198276,0.914459459459,0.914471122648,0.905250034631,0.918623073599,0.901858631371,0.868249929319,0.900585651537,0.914739884393,0.898897058824,0.903289288726,0.904621435595,0.853381374723,0.908274726919,0.906976744186,0.906390639064,0.813604534845,0.90772714407,0.912563543936,0.902381304541,0.896815860619,0.91266002845,0.860269360269,0.29889298893,0.908017492711,0.787939988459,0.903772785078,0.890862538006,0.843390401347,0.904189074441,0.914027759062,0.904980523094,0.919653406853,0.913107511046,0.911853685369,0.906976744186,0.776052553001,0.822007588824,0.836289222374,0.903225806452,0.901412639405,0.900352216026,0.904828945516,0.83641025641,0.839373731516,0.751857968621
astMex1,0.810539523212,0.811862355179,0.863759166345,0.891172153491,0.84092908675,0.919097868819,0.887155591572,0.0,0.807989894205,0.813953488372,0.793772332823,0.404387219838,0.832100353812,0.801420729738,0.795502345899,0.811790993469,0.775971093044,0.802823529412,0.808682170543,0.796135789094,0.857501448156,0.814596273292,0.810266812295,0.672174141096,0.803240380122,0.818364507652,0.818793954811,0.814434593249,0.778662420382,0.81378885811,0.872304519032,0.865145228216,0.722822491731,0.826276576413,0.685641025641,0.698297971555,0.842353423534,0.669748093367,0.884016156953,0.804327521793,0.772915147095,0.806772289531,0.804133395961,0.81340884739,0.807898259705,0.776170383765,0.804976671851,0.804175105157,0.799025373887,0.805295950156,0.697716482026,0.827251552795,0.837857401375,0.811402827404,0.812129716246,0.813001852996,0.820992308852,0.808901338313,0.844838921762,0.804195804196,0.740891604435,0.802816901408,0.815147433019,0.799258901241,0.803841949086,0.804722696908,0.736988847584,0.873680738786,0.810124634559,0.802590588621,0.673193204722,0.80725730443,0.816500711238,0.812703835999,0.786960203218,0.810498768473,0.829551185073,0.225609756098,0.811302681992,0.821319279157,0.804809052334,0.816449348044,0.738537502939,0.807383379673,0.809575457081,0.803829985988,0.823319913286,0.817105468141,0.812402129659,0.810790039963,0.812710214197,0.718230487461,0.695201350374,0.802900358646,0.814250538627,0.802666666667,0.807459356073,0.793416801292,0.77255962626,0.855028195489
bosTau8,0.537907696738,0.845246959543,0.865308310992,0.910315109076,0.85488471595,0.915167334763,0.905823148814,0.807989894205,0.0,0.594101031334,0.460370041205,0.150407572969,0.234455667789,0.654973173752,0.525699087053,0.81288779248,0.663279867572,0.57821964709,0.651968789693,0.797969463246,0.876381418093,0.617408779753,0.671039410517,0.732361826906,0.628333648572,0.699748887113,0.703251168721,0.587383798141,0.520519325474,0.645763410469,0.897096343093,0.899114279542,0.455933497328,0.778002947679,0.648230557321,0.635489960529,0.845715514461,0.577428717774,0.901673885052,0.564475562504,0.802735106782,0.707970265347,0.570196877122,0.692755853578,0.644963896708,0.7706633831,0.530818240389,0.622149181647,0.768259038769,0.578964721398,0.753374469726,0.849107142857,0.825119236884,0.676614723859,0.687847411444,0.690948044992,0.758828451883,0.554195323246,0.606733868203,0.575863930886,0.784921546116,0.559969495286,0.700010664392,0.676507640905,0.532462873951,0.413312825771,0.732799417546,0.846814549257,0.617428335346,0.646492861577,0.702556158017,0.60535737118,0.26153195091,0.234948761742,0.549708833228,0.677310139513,0.816791275122,0.380823767725,0.569013496591,0.804809470958,0.546035351743,0.533123736807,0.791843834557,0.577922934811,0.692669373798,0.588654319389,0.804014351828,0.656036175403,0.63620795107,0.504994781571,0.743617333464,0.675128085701,0.602818286089,0.606684315023,0.700813906752,0.416927634363,0.479484173505,0.645218228498,0.770651310564,0.859535774109
calJac3,0.57897901911,0.847020933977,0.863293526084,0.910860927152,0.861645422943,0.916965187839,0.909027095325,0.813953488372,0.594101031334,0.0,0.566921084912,0.161917268549,0.57863194875,0.646458583433,0.559755268525,0.813813590791,0.654974123059,0.36421033643,0.655596187279,0.79995304062,0.874202898551,0.645659857425,0.656544743501,0.735434744112,0.625384277558,0.703088152723,0.703963318225,0.614417487996,0.548336427245,0.672653243349,0.902518375708,0.903833797387,0.487830516698,0.783817725152,0.654545454545,0.648182903941,0.843577201191,0.582826233942,0.905174353206,0.343099748064,0.799013338206,0.700249252243,0.362930483237,0.679437549812,0.650678175092,0.771513353116,0.576437958132,0.622847263781,0.773598553345,0.367443946188,0.762490392006,0.848385167464,0.822865554465,0.660986035908,0.67567719456,0.679872169266,0.762551781276,0.593939393939,0.63149078727,0.609805536201,0.785660234582,0.335072078907,0.688704777686,0.67070606463,0.575627476882,0.57111334002,0.732997481108,0.84438680993,0.612621296832,0.626015731652,0.717118997912,0.549856352043,0.597961344983,0.577034982069,0.330262158055,0.558354755784,0.814458158145,0.381689232753,0.332685203189,0.808916284404,0.582983543207,0.573729169584,0.801691006918,0.374944508568,0.68087684512,0.262944162437,0.806191117093,0.673530255234,0.614965123653,0.596611692229,0.750191424196,0.678712068566,0.610050579214,0.604391243965,0.674340021119,0.561393955894,0.582190432443,0.650496317643,0.772673964034,0.858581073078
